x,y,start,stop,subject,trial_id
852,369,13175,13251,204,30
886,314,14507,14603,204,30
780,329,14718,14798,204,30
610,330,14878,15022,204,30
662,320,15058,15138,204,30
640,335,15170,15258,204,30
804,332,15298,15434,204,30
929,378,15750,15814,204,30
1133,354,15978,16126,204,30
925,320,16254,16410,204,30
927,306,16638,16922,204,30
991,311,16942,17094,204,30
1112,315,17122,17230,204,30
927,309,17294,17454,204,30
1140,315,17510,17686,204,30
1221,369,17858,17946,204,30
1222,339,17974,18058,204,30
1540,343,18370,18474,204,30
1268,487,19829,19917,204,30
1217,446,19945,20205,204,30
1340,442,20229,20517,204,30
1240,392,20573,20701,204,30
1403,368,20741,20893,204,30
1484,397,21033,21173,204,30
1514,402,21197,21249,204,30
1654,365,21389,21521,204,30
1388,391,21561,21653,204,30
1315,389,21773,21825,204,30
1536,391,22021,22080,204,30
1538,375,22112,22237,204,30
1669,373,22300,22472,204,30
1630,357,22496,22640,204,30
246,423,22888,23000,204,30
232,432,23128,23240,204,30
343,436,23316,23476,204,30
474,446,23500,23660,204,30
478,478,23788,23956,204,30
716,472,24012,24176,204,30
662,436,24200,24252,204,30
662,448,24296,24376,204,30
798,439,24404,24508,204,30
784,434,24536,24620,204,30
945,424,24656,24860,204,30
700,440,24900,25092,204,30
710,453,25120,25236,204,30
854,458,25384,25436,204,30
955,446,25532,25632,204,30
986,461,25852,25948,204,30
954,476,26235,26288,204,30
966,452,26647,26711,204,30
961,436,26739,27039,204,30
949,438,27067,27123,204,30
952,431,27151,27219,204,30
921,440,27319,27379,204,30
932,432,27407,27463,204,30
939,446,27863,27935,204,30
948,452,27963,28067,204,30
930,440,28135,28227,204,30
968,453,28379,28443,204,30
993,458,28691,28759,204,30
950,453,28919,29031,204,30
943,422,29067,29143,204,30
959,449,29618,29735,204,30
1027,453,30082,30166,204,30
1168,440,30506,30606,204,30
1150,432,30634,30730,204,30
1166,454,30918,31194,204,30
1336,440,31322,31682,204,30
1366,443,31726,31894,204,30
1504,416,31966,32174,204,30
1460,433,32290,32350,204,30
1612,410,32382,32490,204,30
1691,406,32566,32742,204,30
232,491,32986,33070,204,30
428,473,33338,33406,204,30
437,477,33706,33813,204,30
640,484,34321,34485,204,30
826,506,34733,34821,204,30
389,471,37584,37688,204,30
633,478,37780,38024,204,30
1306,536,40504,40632,204,30
1412,519,40676,40864,204,30
1585,523,40904,41076,204,30
1287,544,41116,41239,204,30
229,612,41387,41447,204,30
1494,542,41643,41851,204,30
1611,527,41880,42007,204,30
1357,538,42043,42191,204,30
1495,521,42303,42383,204,30
1712,501,42427,42531,204,30
251,577,42767,42827,204,30
218,155,2,70,1111,30
387,190,106,222,1111,30
694,190,266,398,1111,30
841,184,438,590,1111,30
697,186,642,790,1111,30
661,185,810,1166,1111,30
729,165,1190,1330,1111,30
811,192,1358,1510,1111,30
853,191,1530,1598,1111,30
1051,192,1654,1986,1111,30
969,191,2014,2206,1111,30
1209,198,2246,2450,1111,30
978,188,2498,2785,1111,30
1192,176,2830,3006,1111,30
510,195,3077,3209,1111,30
277,195,3261,3417,1111,30
332,180,3441,3541,1111,30
301,236,3569,3757,1111,30
485,228,3809,3985,1111,30
567,249,4009,4109,1111,30
250,175,4165,4349,1111,30
311,208,4377,4553,1111,30
525,246,4605,4765,1111,30
316,230,4805,4945,1111,30
462,222,4977,5137,1111,30
538,246,5161,5289,1111,30
755,267,5337,5629,1111,30
545,270,5673,5853,1111,30
597,283,5873,6153,1111,30
497,270,6181,6345,1111,30
776,294,6389,6744,1111,30
1076,304,6792,7012,1111,30
996,307,7048,7232,1111,30
1163,291,7284,7452,1111,30
1328,301,7492,7632,1111,30
968,287,7684,7968,1111,30
1073,298,8004,8140,1111,30
1175,288,8176,8324,1111,30
1472,277,8376,8532,1111,30
1591,273,8564,8696,1111,30
371,302,8876,8972,1111,30
473,305,8996,9140,1111,30
263,296,9192,9268,1111,30
709,316,9316,9480,1111,30
666,318,9504,9620,1111,30
872,336,9660,9820,1111,30
451,363,9872,10072,1111,30
295,343,10100,10244,1111,30
793,344,10379,10524,1111,30
914,330,10568,10755,1111,30
1146,339,10803,11103,1111,30
918,334,11147,11351,1111,30
801,361,11471,11631,1111,30
1420,336,11807,11999,1111,30
652,315,12071,12279,1111,30
706,333,12299,12491,1111,30
852,356,12531,12815,1111,30
928,354,12843,13199,1111,30
972,359,13219,13439,1111,30
886,374,13491,13619,1111,30
805,385,13659,13835,1111,30
877,378,13863,14014,1111,30
1064,369,14062,14346,1111,30
1147,381,14370,14598,1111,30
1251,371,14634,14782,1111,30
1195,364,14802,14990,1111,30
1365,358,15026,15214,1111,30
1300,359,15238,15478,1111,30
1248,363,15510,15646,1111,30
1453,352,15694,16042,1111,30
1616,354,16082,16378,1111,30
1702,330,16414,16478,1111,30
361,359,16586,16734,1111,30
442,347,16822,17006,1111,30
612,348,17038,17198,1111,30
724,387,17226,17430,1111,30
794,380,17466,17706,1111,30
904,421,17742,17918,1111,30
958,432,17946,18146,1111,30
1133,376,18190,18549,1111,30
1278,414,18597,18865,1111,30
1556,390,18925,19145,1111,30
1328,377,19197,19433,1111,30
1456,383,19477,19709,1111,30
1388,402,19737,19969,1111,30
1483,383,20001,20181,1111,30
1536,389,20201,20353,1111,30
1404,393,20389,20577,1111,30
1482,394,20605,20761,1111,30
1550,384,20797,20925,1111,30
1666,372,20961,21121,1111,30
1626,380,21181,21329,1111,30
310,380,21504,21593,1111,30
221,399,21624,21792,1111,30
484,381,21836,21896,1111,30
1706,351,22012,22104,1111,30
1701,375,22121,22212,1111,30
415,443,22324,22460,1111,30
562,407,22492,22636,1111,30
688,404,22664,22828,1111,30
987,454,22876,23052,1111,30
1239,455,23088,23232,1111,30
1188,461,23256,23356,1111,30
1406,443,23400,23996,1111,30
1478,422,24060,24252,1111,30
1419,439,24268,24344,1111,30
1431,425,24364,24460,1111,30
1672,393,24544,24680,1111,30
403,500,24796,24924,1111,30
255,498,24960,25108,1111,30
274,469,25128,25180,1111,30
416,453,25216,25448,1111,30
702,479,25492,25663,1111,30
919,504,25699,25891,1111,30
1085,510,25927,26163,1111,30
1313,516,26203,26383,1111,30
1480,505,26435,26579,1111,30
1559,484,26603,26675,1111,30
360,536,26779,26883,1111,30
253,536,26907,26975,1111,30
1480,504,27071,27195,1111,30
1388,518,27247,27427,1111,30
1520,480,27475,27683,1111,30
1686,476,27735,27907,1111,30
655,291,28023,28203,1111,30
609,208,28247,28471,1111,30
656,164,28495,28759,1111,30
674,166,28778,28846,1111,30
240,110,2,150,610,30
328,151,182,374,610,30
559,171,413,577,610,30
540,189,593,773,610,30
712,118,813,993,610,30
857,148,1077,1253,610,30
1025,156,1293,1485,610,30
1196,144,1521,1637,610,30
1135,153,1725,1833,610,30
339,190,1925,2133,610,30
338,177,2161,2237,610,30
515,164,2273,2397,610,30
695,194,2521,2685,610,30
282,238,2789,2873,610,30
409,232,3013,3173,610,30
559,246,3237,3369,610,30
563,251,3397,3537,610,30
557,269,4036,4316,610,30
662,252,4356,4524,610,30
784,243,4552,4836,610,30
1018,262,4876,5064,610,30
975,302,5084,5276,610,30
1130,284,5316,5452,610,30
1297,269,5572,5788,610,30
1159,277,5816,5908,610,30
1375,243,5964,6104,610,30
1124,277,6152,6352,610,30
1092,254,6372,6548,610,30
1238,264,6604,6724,610,30
1326,274,6768,7044,610,30
1520,223,7080,7260,610,30
1486,220,7280,7396,610,30
1607,193,7476,7552,610,30
331,275,7659,7816,610,30
278,288,7839,8219,610,30
481,272,8259,8491,610,30
320,256,8635,8743,610,30
257,276,9003,9123,610,30
258,278,9187,9243,610,30
476,280,9279,9507,610,30
435,296,9527,9739,610,30
526,289,9767,10051,610,30
671,282,10083,10315,610,30
744,293,10339,10655,610,30
899,362,10775,10875,610,30
881,310,11043,11095,610,30
950,341,11206,11410,610,30
1134,335,11447,11630,610,30
1061,333,11678,11806,610,30
1216,312,11834,12542,610,30
1213,321,12570,13146,610,30
1337,327,13174,13394,610,30
1463,324,13450,13662,610,30
1608,296,13714,13970,610,30
1743,273,14006,14106,610,30
329,336,14282,14410,610,30
529,319,14510,14854,610,30
722,313,14990,15046,610,30
733,358,15078,15182,610,30
855,350,15209,15357,610,30
980,371,15397,15705,610,30
1147,388,15741,15909,610,30
1319,385,16177,16321,610,30
1493,357,16357,16517,610,30
1451,355,16537,16757,610,30
1559,349,16789,17033,610,30
1405,357,17069,17233,610,30
1508,354,17265,17473,610,30
1669,334,17509,17769,610,30
246,385,17913,18049,610,30
323,379,18117,18229,610,30
442,386,18341,18836,610,30
383,393,18864,19192,610,30
574,382,19340,19492,610,30
704,401,19532,19828,610,30
902,406,19864,20008,610,30
844,408,20028,20176,610,30
1065,436,20212,20524,610,30
1194,432,20556,20708,610,30
1330,490,20856,20992,610,30
1514,423,21052,21168,610,30
1518,423,21220,21280,610,30
1676,404,21312,21432,610,30
348,492,21548,21668,610,30
272,461,21708,21960,610,30
429,443,21992,22164,610,30
630,446,22204,22368,610,30
805,509,22428,22608,610,30
914,473,22640,22903,610,30
1072,482,22935,23104,610,30
886,474,23147,23271,610,30
937,478,23295,23479,610,30
1216,497,23531,23731,610,30
1359,574,23811,23931,610,30
1495,504,23983,24199,610,30
1590,488,24231,24327,610,30
330,560,24439,24563,610,30
258,527,24587,24955,610,30
702,458,25091,25451,610,30
266,185,25567,25643,610,30
261,178,25675,25815,610,30
471,233,25999,26275,610,30
557,220,26298,26351,610,30
564,245,26474,26610,610,30
562,244,26638,26730,610,30
509,226,26750,26930,610,30
742,244,27010,27310,610,30
715,252,27326,27618,610,30
943,256,27662,28526,610,30
1087,268,28570,28802,610,30
1256,248,28838,29114,610,30
1456,250,29162,29394,610,30
1346,261,29426,29574,610,30
1528,240,29610,29754,610,30
314,298,29874,30062,610,30
268,280,30086,30138,610,30
504,256,30202,30409,610,30
463,259,30430,30609,610,30
295,272,30650,30809,610,30
421,281,30841,30989,610,30
251,262,31030,31585,610,30
417,278,31713,31889,610,30
477,268,31909,32189,610,30
643,279,32217,32413,610,30
776,272,32541,32717,610,30
888,289,32745,32897,610,30
837,310,32921,33193,610,30
948,317,33221,33457,610,30
1135,313,33493,33828,610,30
1243,305,33856,34004,610,30
1442,296,34044,34408,610,30
1626,288,34448,34584,610,30
1354,308,34624,34864,610,30
1667,272,34916,35068,610,30
276,317,35196,35420,610,30
499,316,35456,35848,610,30
1519,273,35948,36088,610,30
1638,287,36116,36360,610,30
306,313,36488,36736,610,30
691,312,36796,37000,610,30
830,335,37028,37224,610,30
956,352,37256,37408,610,30
914,366,37432,37576,610,30
742,327,37624,37804,610,30
686,327,37824,37995,610,30
835,328,38027,38159,610,30
816,316,38547,38719,610,30
916,338,38747,39075,610,30
983,356,39099,39775,610,30
1143,372,39807,40071,610,30
1314,371,40115,40255,610,30
1261,376,40279,40435,610,30
1445,355,40487,40711,610,30
1551,361,40743,40959,610,30
1689,339,40991,41103,610,30
336,396,41230,41382,610,30
262,385,41402,41618,610,30
404,390,41646,41802,610,30
667,407,41847,42002,610,30
604,423,42026,42182,610,30
887,421,42226,42386,610,30
845,423,42410,42842,610,30
1054,444,42886,43078,610,30
1025,452,43094,43258,610,30
1310,465,43306,43450,610,30
1440,461,43486,43878,610,30
1367,445,43902,44258,610,30
1406,427,44286,44798,610,30
913,369,15384,15476,408,30
916,388,15520,15628,408,30
530,379,15692,15832,408,30
354,386,15928,15988,408,30
398,424,16036,16156,408,30
807,382,16296,16436,408,30
985,388,16520,16636,408,30
1090,371,16696,16824,408,30
924,385,16932,17036,408,30
1256,378,17100,17336,408,30
1216,363,17380,17508,408,30
1452,368,17584,17836,408,30
1405,358,17884,18028,408,30
1544,362,18084,18148,408,30
1538,345,18192,18248,408,30
603,444,19184,19396,408,30
852,432,19579,19743,408,30
1017,447,19787,19975,408,30
1149,455,20015,20175,408,30
1349,456,20239,20491,408,30
1459,448,20531,20727,408,30
1389,438,20767,20843,408,30
1392,440,20871,20959,408,30
1339,441,21059,21351,408,30
1394,443,21395,21531,408,30
1426,438,21611,22007,408,30
1424,432,22035,22155,408,30
1503,427,22199,22271,408,30
1581,412,22379,22515,408,30
1622,446,22575,22795,408,30
1616,448,22895,22950,408,30
321,488,23126,23222,408,30
261,497,23254,23354,408,30
392,502,23442,23606,408,30
374,510,23646,23758,408,30
613,490,23846,24086,408,30
864,500,24146,24354,408,30
989,500,24418,24542,408,30
915,499,24586,24806,408,30
856,499,24846,24986,408,30
810,502,25010,25182,408,30
1161,496,25598,25654,408,30
1340,504,25710,25854,408,30
1501,518,25910,26126,408,30
275,568,26350,26410,408,30
277,572,26442,26526,408,30
978,491,26598,26726,408,30
1300,510,26781,26953,408,30
1212,520,27149,27229,408,30
1474,512,27297,27573,408,30
1514,498,27605,28013,408,30
1137,516,28189,28377,408,30
1104,405,28509,28629,408,30
693,256,28697,28917,408,30
515,184,28993,29085,408,30
456,282,29161,29285,408,30
321,197,29545,29689,408,30
520,194,29733,29893,408,30
478,201,29925,30073,408,30
299,203,30129,30333,408,30
473,209,30389,30585,408,30
728,456,30672,30800,408,30
871,428,30852,31092,408,30
1151,442,31140,31460,408,30
1165,295,31508,31636,408,30
592,262,31740,31840,408,30
336,247,31888,32080,408,30
529,258,32176,32436,408,30
678,251,32500,32556,408,30
296,272,32628,32884,408,30
920,318,32984,33128,408,30
843,315,33164,33308,408,30
463,325,33372,33524,408,30
242,335,33584,33700,408,30
612,328,33760,33956,408,30
801,312,34000,34160,408,30
630,323,34208,34376,408,30
1117,324,34448,34603,408,30
1361,320,34679,34855,408,30
1509,297,34923,35043,408,30
349,378,35159,35347,408,30
484,388,35408,35611,408,30
289,369,35735,35863,408,30
908,363,36067,36259,408,30
735,392,36323,36431,408,30
659,388,36459,36719,408,30
795,381,36771,36903,408,30
976,390,37019,37095,408,30
1134,388,37139,37327,408,30
1344,375,37431,37547,408,30
1529,386,37599,37766,408,30
1600,372,37831,37894,408,30
351,453,38014,38166,408,30
453,447,38218,38290,408,30
675,444,38354,38550,408,30
876,437,38598,38694,408,30
1231,472,38758,38886,408,30
1156,456,38922,39034,408,30
1099,450,39062,39186,408,30
1363,447,39242,39622,408,30
1411,435,39650,40002,408,30
1456,438,40030,40150,408,30
1332,433,40194,40362,408,30
688,201,40446,40742,408,30
752,417,41570,41714,408,30
643,152,41765,42113,408,30
272,262,223,387,1808,30
349,284,435,667,1808,30
512,281,799,927,1808,30
501,296,979,1051,1808,30
675,264,1095,1299,1808,30
684,265,1347,1679,1808,30
630,257,1699,2351,1808,30
862,217,2479,2595,1808,30
721,235,2647,2790,1808,30
660,267,2826,3042,1808,30
676,254,3134,3258,1808,30
744,222,3378,3930,1808,30
825,205,3962,4450,1808,30
990,178,4490,4670,1808,30
984,174,4706,4858,1808,30
1211,157,4902,5194,1808,30
1128,203,5226,5486,1808,30
1070,231,5518,5610,1808,30
402,281,5678,5822,1808,30
299,266,5850,6270,1808,30
373,222,6314,6558,1808,30
537,200,6673,6737,1808,30
558,238,6765,6857,1808,30
514,236,7033,7117,1808,30
514,256,7145,7197,1808,30
710,253,7285,7353,1808,30
695,278,7373,7493,1808,30
622,242,7517,8025,1808,30
694,241,8049,8205,1808,30
248,308,8261,8573,1808,30
291,284,8601,8957,1808,30
277,276,8993,9061,1808,30
235,305,9101,9257,1808,30
523,315,9301,9717,1808,30
470,281,9757,9893,1808,30
673,291,9981,10192,1808,30
729,285,10216,10520,1808,30
307,326,10624,10788,1808,30
458,263,10832,10968,1808,30
377,309,10996,11064,1808,30
528,314,11104,11396,1808,30
244,233,11436,11688,1808,30
550,316,11760,11944,1808,30
495,319,11992,12096,1808,30
630,283,12176,12400,1808,30
762,296,12432,12560,1808,30
711,291,12584,12776,1808,30
932,268,12820,13056,1808,30
1005,290,13080,13224,1808,30
941,282,13248,13472,1808,30
1097,286,13512,13584,1808,30
1095,310,13604,13676,1808,30
1054,302,13696,13944,1808,30
1187,313,13988,14151,1808,30
1347,311,14184,14367,1808,30
1290,304,14391,14451,1808,30
1287,307,14479,14795,1808,30
1336,308,14819,14943,1808,30
1520,305,15019,15183,1808,30
1455,308,15207,15431,1808,30
298,328,15539,15687,1808,30
232,329,15715,15947,1808,30
268,313,15991,16635,1808,30
456,306,16671,16939,1808,30
438,318,16971,17135,1808,30
609,297,17183,17666,1808,30
743,328,17714,17838,1808,30
806,334,17862,17962,1808,30
813,351,17990,18070,1808,30
904,345,18102,18538,1808,30
1084,339,18578,18774,1808,30
955,346,18806,18942,1808,30
949,352,18986,19106,1808,30
1096,344,19138,19362,1808,30
1218,364,19390,19550,1808,30
1230,347,19718,19966,1808,30
1225,374,19990,20234,1808,30
1280,376,20258,20498,1808,30
1398,384,20526,20822,1808,30
1486,372,20854,20918,1808,30
1636,336,20974,21198,1808,30
234,355,21322,21634,1808,30
316,351,21666,21761,1808,30
475,387,21857,22173,1808,30
688,351,22325,22425,1808,30
629,366,22449,22897,1808,30
717,379,23085,23201,1808,30
799,374,23229,23405,1808,30
868,372,23429,23661,1808,30
926,363,23689,23961,1808,30
950,372,23985,24493,1808,30
1068,377,24529,24641,1808,30
1082,378,24669,24945,1808,30
1123,390,24989,25180,1808,30
1294,388,25244,25464,1808,30
1250,388,25492,25668,1808,30
1448,380,25712,25936,1808,30
1527,387,25992,26160,1808,30
1648,383,26200,26432,1808,30
233,420,26572,26960,1808,30
357,401,26992,27188,1808,30
316,404,27212,27444,1808,30
372,407,27476,27788,1808,30
607,397,27836,27940,1808,30
602,400,28000,28060,1808,30
547,416,28084,28248,1808,30
687,410,28280,28416,1808,30
868,413,28456,28776,1808,30
794,424,28800,28888,1808,30
1011,422,28996,29072,1808,30
1177,427,29283,29459,1808,30
1119,424,29483,29699,1808,30
1416,436,29747,29960,1808,30
1371,437,29983,30227,1808,30
1417,427,30251,30947,1808,30
1407,443,30975,31491,1808,30
1459,424,31515,31775,1808,30
1497,431,31827,31955,1808,30
1590,440,32099,32359,1808,30
1669,435,32387,32515,1808,30
287,489,32643,32786,1808,30
240,508,32810,32938,1808,30
400,496,33042,33430,1808,30
364,497,33450,33570,1808,30
616,463,33622,33854,1808,30
704,458,33890,33942,1808,30
851,482,34070,34242,1808,30
894,484,34270,34910,1808,30
1029,477,34982,35306,1808,30
1333,474,35370,35530,1808,30
1221,509,35590,35922,1808,30
1292,510,35974,36118,1808,30
1384,506,36146,36306,1808,30
1491,511,36346,36558,1808,30
1436,523,36594,36785,1808,30
1604,527,36821,36913,1808,30
266,528,37049,37197,1808,30
187,537,37221,37793,1808,30
273,259,37969,38109,1808,30
872,248,38185,38429,1808,30
956,230,38465,38585,1808,30
380,178,1,160,1905,30
585,168,200,344,1905,30
644,156,364,480,1905,30
762,155,568,752,1905,30
1033,152,800,948,1905,30
962,163,976,1056,1905,30
1165,132,1120,1320,1905,30
1116,225,1380,1508,1905,30
324,241,1596,1716,1905,30
346,264,1736,1796,1905,30
256,257,1832,2024,1905,30
510,264,2068,2276,1905,30
646,229,2315,2404,1905,30
273,313,2467,2759,1905,30
243,313,2783,2839,1905,30
251,304,2855,2947,1905,30
444,251,2987,3039,1905,30
477,246,3059,3419,1905,30
694,228,3455,3615,1905,30
872,276,3755,3859,1905,30
960,283,3963,4143,1905,30
1102,324,4199,4351,1905,30
1265,269,4395,4691,1905,30
1454,265,4743,4943,1905,30
1514,232,4975,5155,1905,30
186,310,5363,5419,1905,30
294,339,5455,5607,1905,30
230,341,5631,5714,1905,30
419,305,5898,5958,1905,30
393,327,5982,6070,1905,30
615,324,6114,6578,1905,30
788,345,6622,6786,1905,30
906,359,6818,7046,1905,30
1084,347,7090,7310,1905,30
1216,322,7354,7562,1905,30
1379,314,7622,7826,1905,30
1421,351,7854,7926,1905,30
1593,332,7978,8058,1905,30
1594,296,8094,8182,1905,30
1634,343,8250,8318,1905,30
346,420,8426,8550,1905,30
221,413,8586,8742,1905,30
461,377,8790,9038,1905,30
643,384,9078,9162,1905,30
824,392,9334,9494,1905,30
914,407,9526,9726,1905,30
1080,395,9769,10005,1905,30
1293,412,10054,10293,1905,30
1530,387,10369,10481,1905,30
1629,391,10533,10641,1905,30
359,417,10761,10873,1905,30
249,464,10913,11105,1905,30
352,426,11133,11333,1905,30
571,442,11381,11537,1905,30
652,433,11565,11741,1905,30
842,456,11781,11909,1905,30
1007,432,12069,12253,1905,30
1104,447,12293,12513,1905,30
1326,457,12553,12869,1905,30
1416,455,12913,12989,1905,30
1317,431,13176,13321,1905,30
1315,463,13352,13420,1905,30
1343,454,13445,13676,1905,30
1387,450,13700,13880,1905,30
1621,451,13924,14480,1905,30
266,500,14620,14740,1905,30
243,528,14768,14916,1905,30
394,501,14948,15164,1905,30
707,502,15260,15472,1905,30
911,544,15512,15832,1905,30
1016,534,15868,15960,1905,30
906,527,15992,16068,1905,30
1212,533,16128,16316,1905,30
1358,528,16356,16508,1905,30
1551,500,16552,16704,1905,30
264,606,16804,17056,1905,30
1483,528,17152,17439,1905,30
1355,518,17475,17663,1905,30
1439,516,17691,18119,1905,30
669,186,18271,19063,1905,30
668,303,19443,19627,1905,30
463,184,161,289,1504,30
640,138,321,665,1504,30
775,142,693,1013,1504,30
979,141,1041,1237,1504,30
1031,135,1369,1640,1504,30
1182,158,1669,1889,1504,30
1227,163,1909,2132,1504,30
1144,155,2156,2332,1504,30
299,176,2400,2540,1504,30
231,179,2576,2648,1504,30
255,182,2836,2952,1504,30
365,193,2980,3172,1504,30
469,196,3196,3764,1504,30
580,213,3792,3940,1504,30
682,223,3964,4104,1504,30
230,250,4172,4528,1504,30
318,245,4552,4792,1504,30
521,262,4824,5108,1504,30
459,256,5132,5304,1504,30
535,254,5328,5580,1504,30
506,253,5600,6167,1504,30
489,237,6347,6559,1504,30
559,255,6583,6927,1504,30
730,258,6955,7103,1504,30
696,259,7119,7679,1504,30
703,274,7727,7835,1504,30
710,266,7863,9294,1504,30
675,273,9319,9626,1504,30
721,281,9646,9842,1504,30
522,248,9918,10082,1504,30
215,236,10118,10322,1504,30
308,252,10350,10422,1504,30
527,237,10658,10766,1504,30
483,242,10894,11118,1504,30
531,253,11142,11246,1504,30
459,236,11370,11598,1504,30
520,248,11622,12202,1504,30
588,267,12226,12394,1504,30
698,277,12418,12658,1504,30
841,280,12686,12814,1504,30
729,272,12842,13502,1504,30
807,281,13522,13694,1504,30
920,277,13717,13933,1504,30
1038,273,13969,14157,1504,30
1119,276,14181,14353,1504,30
1185,276,14381,14545,1504,30
1298,272,14573,14865,1504,30
1501,271,14897,15141,1504,30
1591,270,15169,15317,1504,30
256,283,15409,15593,1504,30
206,286,15613,15953,1504,30
252,289,15977,16249,1504,30
403,292,16277,16525,1504,30
501,301,16552,16724,1504,30
600,310,16748,16992,1504,30
679,315,17016,17284,1504,30
808,322,17324,17548,1504,30
903,316,17572,17792,1504,30
1052,331,17820,18060,1504,30
