x,y,start,stop,subject,trial_id
1130,332,18084,18280,1504,30
1198,334,18300,18600,1504,30
1363,335,18628,18756,1504,30
1304,334,18780,19000,1504,30
1444,338,19028,19324,1504,30
1570,352,19352,19548,1504,30
1650,357,19572,19680,1504,30
259,329,19768,19940,1504,30
221,356,19960,20116,1504,30
338,354,20144,20300,1504,30
430,356,20324,20532,1504,30
635,367,20564,20788,1504,30
742,371,20812,21087,1504,30
829,380,21123,21283,1504,30
945,379,21307,21555,1504,30
1167,382,21583,21995,1504,30
1254,385,22019,22351,1504,30
1344,391,22387,22535,1504,30
1460,394,22563,22775,1504,30
1538,398,22799,23011,1504,30
1651,408,23035,23231,1504,30
299,398,23327,23479,1504,30
223,416,23515,23691,1504,30
385,413,23719,24038,1504,30
582,420,24079,24430,1504,30
657,424,24454,24762,1504,30
853,424,24807,25042,1504,30
941,432,25066,25222,1504,30
1051,436,25254,25442,1504,30
1172,440,25470,25766,1504,30
1256,440,25794,26014,1504,30
1357,440,26042,26306,1504,30
1436,443,26334,26554,1504,30
1362,434,26578,26854,1504,30
1425,444,26878,27230,1504,30
1489,440,27254,27646,1504,30
1668,452,27678,27838,1504,30
233,462,27934,28229,1504,30
340,470,28257,28485,1504,30
432,477,28521,28749,1504,30
683,477,28797,29213,1504,30
809,482,29249,29441,1504,30
893,493,29469,29705,1504,30
967,498,29729,30013,1504,30
917,495,30045,30221,1504,30
1071,498,30249,30505,1504,30
1223,494,30533,30805,1504,30
1319,491,30829,31041,1504,30
1394,492,31065,31269,1504,30
1508,492,31297,31524,1504,30
1634,499,31552,31673,1504,30
207,551,31756,32848,1504,30
464,206,2,286,402,30
713,138,333,569,402,30
818,141,597,786,402,30
1026,134,837,897,402,30
1182,123,941,1145,402,30
278,274,1245,1409,402,30
372,280,1473,1589,402,30
478,202,1649,1813,402,30
601,194,1853,1913,402,30
314,272,2093,2193,402,30
234,262,2289,2373,402,30
327,267,2409,2497,402,30
489,257,2601,2793,402,30
579,256,2825,3033,402,30
536,251,3057,3109,402,30
767,265,3145,3329,402,30
719,269,3361,3628,402,30
936,277,3677,4068,402,30
1063,270,4104,4280,402,30
905,273,4324,4544,402,30
1005,277,4576,4744,402,30
1125,274,4780,4972,402,30
1234,267,5016,5184,402,30
1318,254,5216,5472,402,30
1441,257,5528,5756,402,30
1450,334,5832,5924,402,30
366,324,6020,6140,402,30
250,316,6176,6236,402,30
274,342,6348,6440,402,30
294,398,6472,6536,402,30
244,320,6680,6828,402,30
448,312,6880,7008,402,30
389,317,7040,7200,402,30
509,260,7240,7476,402,30
670,332,7519,7824,402,30
800,337,7867,8032,402,30
910,330,8063,8159,402,30
1046,356,8311,8491,402,30
1163,347,8523,8679,402,30
1257,335,8715,8867,402,30
1360,316,8915,9051,402,30
1441,325,9087,9235,402,30
1605,325,9287,9547,402,30
268,381,9679,9935,402,30
465,369,9987,10111,402,30
471,370,10247,10427,402,30
665,390,10471,10711,402,30
775,378,10743,10935,402,30
924,384,10975,11250,402,30
1121,376,11294,11550,402,30
983,384,11602,11722,402,30
1150,381,11759,11930,402,30
1113,385,11958,12394,402,30
1268,382,12426,12650,402,30
1451,371,12694,12910,402,30
1527,371,12938,13086,402,30
1630,343,13134,13306,402,30
359,416,13534,13670,402,30
232,425,13698,13854,402,30
361,433,13890,14062,402,30
435,425,14106,14234,402,30
587,433,14266,14374,402,30
614,442,14530,14770,402,30
703,446,14802,14938,402,30
842,444,14970,15117,402,30
809,447,15142,15309,402,30
946,445,15341,15489,402,30
1046,449,15521,15733,402,30
1136,442,15765,16061,402,30
1205,447,16089,16329,402,30
1388,430,16361,16549,402,30
1342,429,16585,17089,402,30
1377,436,17125,17409,402,30
1425,433,17441,17645,402,30
1423,430,17681,17885,402,30
1330,433,17913,18141,402,30
1005,384,18205,18377,402,30
1501,414,18441,18581,402,30
1620,435,18629,18752,402,30
300,482,18852,18976,402,30
255,482,19004,19156,402,30
410,490,19200,19408,402,30
634,489,19464,19516,402,30
702,507,19708,19800,402,30
866,504,19860,20092,402,30
1014,521,20212,20336,402,30
954,519,20372,20456,402,30
1176,509,20508,20692,402,30
1331,503,20756,20896,402,30
1447,494,20928,21036,402,30
1539,492,21076,21260,402,30
230,561,21352,21588,402,30
518,320,21656,21852,402,30
650,322,21884,22044,402,30
911,340,22116,22300,402,30
1063,337,22332,22464,402,30
1194,343,22500,22651,402,30
1331,328,22687,22831,402,30
1461,330,22875,23031,402,30
1588,354,23103,23255,402,30
279,376,23347,23595,402,30
488,381,23635,23943,402,30
657,386,23983,24191,402,30
801,388,24251,24327,402,30
942,386,24479,24563,402,30
1097,411,24731,24939,402,30
1249,398,24971,25171,402,30
1343,384,25199,25343,402,30
1489,366,25379,25547,402,30
1634,365,25595,25803,402,30
291,405,25895,26066,402,30
442,434,26098,26322,402,30
615,444,26386,26510,402,30
922,464,26854,26990,402,30
1082,455,27026,27242,402,30
1188,453,27274,27414,402,30
1389,419,27450,27786,402,30
1350,429,27810,28006,402,30
1441,433,28046,28306,402,30
1639,432,28354,28478,402,30
384,500,28558,28714,402,30
687,508,28790,28942,402,30
1342,541,29010,29166,402,30
1503,513,29258,29326,402,30
1511,518,29370,29434,402,30
212,553,29522,29882,402,30
531,226,3,162,606,30
650,169,210,518,606,30
696,178,542,658,606,30
781,169,702,822,606,30
900,168,970,1130,606,30
836,177,1162,1294,606,30
959,178,1342,1494,606,30
1034,174,1534,1614,606,30
1176,165,1646,1706,606,30
1169,164,1734,1806,606,30
1112,167,1838,1946,606,30
1062,153,1978,2122,606,30
1110,164,2150,2298,606,30
335,224,2546,2682,606,30
274,221,2714,2902,606,30
222,213,2950,3090,606,30
441,215,3266,3446,606,30
489,227,3470,3566,606,30
625,228,3605,3809,606,30
217,281,3989,4118,606,30
281,279,4153,4353,606,30
508,255,4405,4581,606,30
468,269,4609,4801,606,30
521,263,4833,4925,606,30
712,265,4969,5353,606,30
942,272,5405,5801,606,30
1142,271,5937,6041,606,30
1080,277,6085,6253,606,30
1291,253,6541,6597,606,30
1454,265,6753,6861,606,30
1182,269,6948,7116,606,30
1291,263,7216,7320,606,30
1164,275,7532,7705,606,30
1309,268,7744,7880,606,30
1485,274,7968,8176,606,30
1566,261,8292,8364,606,30
305,320,8468,8596,606,30
237,327,8636,8708,606,30
304,324,8884,9052,606,30
425,331,9076,9288,606,30
607,319,9472,9784,606,30
656,322,9808,9952,606,30
808,312,10248,10368,606,30
916,326,10408,10620,606,30
1090,331,10664,10848,606,30
1035,332,10888,10984,606,30
1106,325,11007,11171,606,30
1412,325,11859,11919,606,30
1535,314,11979,12123,606,30
1606,311,12147,12283,606,30
304,370,12395,12547,606,30
268,377,12575,12723,606,30
461,368,12775,13071,606,30
659,387,13123,13455,606,30
784,369,13507,13643,606,30
928,387,13691,14147,606,30
1111,401,14195,14458,606,30
1262,392,14635,14854,606,30
1260,369,14883,14934,606,30
1272,400,14990,15050,606,30
1226,385,15250,15454,606,30
1133,384,15490,15590,606,30
1459,384,15642,15814,606,30
1519,382,15922,15978,606,30
1634,374,16010,16218,606,30
310,425,16350,16470,606,30
257,436,16498,16658,606,30
383,433,16694,16998,606,30
641,437,17190,17318,606,30
571,453,17362,17526,606,30
854,442,17586,17838,606,30
1036,445,17886,18066,606,30
997,450,18094,18210,606,30
775,436,18258,18386,606,30
1146,448,18449,18641,606,30
1400,461,18825,18897,606,30
1363,467,18925,19181,606,30
1434,450,19237,19345,606,30
1370,445,19409,19497,606,30
1344,442,19529,19585,606,30
1349,442,19597,19753,606,30
1402,452,19977,20197,606,30
1625,446,20325,20453,606,30
336,488,20569,20681,606,30
248,489,20713,21017,606,30
376,497,21077,21233,606,30
454,494,21269,21517,606,30
624,484,21561,21741,606,30
712,500,21789,22085,606,30
848,496,22124,22224,606,30
936,505,22444,22584,606,30
1019,504,22632,22800,606,30
1210,520,22848,23024,606,30
1262,516,23320,23428,606,30
1462,520,23472,23656,606,30
1520,514,23688,23780,606,30
265,577,23884,24208,606,30
1463,499,24380,24668,606,30
1422,519,24704,24768,606,30
1596,497,24812,24960,606,30
545,193,89,225,1806,30
718,161,253,425,1806,30
674,158,449,617,1806,30
637,167,637,753,1806,30
760,172,856,1057,1806,30
934,157,1096,1464,1806,30
1106,154,1504,1944,1806,30
1231,163,1976,2156,1806,30
1280,155,2176,2552,1806,30
519,195,2628,2764,1806,30
260,202,2824,3028,1806,30
331,194,3056,3224,1806,30
492,200,3264,3464,1806,30
646,199,3500,3652,1806,30
598,203,3676,3920,1806,30
645,149,3952,4256,1806,30
722,143,4388,4560,1806,30
786,130,4588,4904,1806,30
980,128,4944,5292,1806,30
1189,123,5331,5603,1806,30
1273,122,5627,6199,1806,30
761,140,6259,6331,1806,30
332,231,6511,6567,1806,30
231,172,6599,6751,1806,30
349,176,6779,6959,1806,30
476,189,6987,7227,1806,30
626,193,7259,7603,1806,30
204,245,7659,7879,1806,30
311,256,7911,8331,1806,30
514,266,8375,8578,1806,30
291,258,8630,8858,1806,30
378,250,8886,9122,1806,30
539,258,9154,9466,1806,30
622,269,9494,9950,1806,30
740,262,9978,10414,1806,30
817,265,10442,10850,1806,30
926,254,10878,11282,1806,30
1028,247,11310,11546,1806,30
1103,256,11570,11822,1806,30
1289,269,11866,12142,1806,30
1376,260,12166,12882,1806,30
1532,236,12910,13165,1806,30
1631,248,13189,13465,1806,30
369,286,13565,13697,1806,30
236,295,13725,13937,1806,30
299,300,13961,14313,1806,30
338,308,14337,14509,1806,30
483,301,14541,14909,1806,30
688,316,14945,15261,1806,30
610,321,15289,15477,1806,30
755,318,15521,15669,1806,30
824,321,15693,15889,1806,30
926,314,15917,16264,1806,30
1087,313,16312,16624,1806,30
1209,318,16652,17280,1806,30
1327,327,17332,17660,1806,30
1474,316,17692,17956,1806,30
1553,302,17980,18208,1806,30
1659,312,18240,18452,1806,30
1754,300,18480,18600,1806,30
384,350,18708,18888,1806,30
288,353,18916,19184,1806,30
341,365,19208,19372,1806,30
506,363,19408,19796,1806,30
655,381,19836,20044,1806,30
767,378,20084,20320,1806,30
922,372,20360,20575,1806,30
991,390,20599,20771,1806,30
877,390,20799,21043,1806,30
964,389,21071,21295,1806,30
1024,397,21323,21575,1806,30
965,388,21599,21767,1806,30
1114,381,21803,22103,1806,30
1253,389,22143,22339,1806,30
1369,388,22379,22539,1806,30
1494,383,22599,22751,1806,30
1569,378,22775,22971,1806,30
1679,381,22999,23203,1806,30
440,424,23303,23427,1806,30
261,414,23459,23778,1806,30
423,422,23818,24102,1806,30
586,423,24130,24558,1806,30
748,434,24606,24754,1806,30
847,439,24782,24962,1806,30
1054,453,25010,25402,1806,30
1175,450,25434,25670,1806,30
1132,452,25690,25858,1806,30
1324,443,25906,26158,1806,30
1238,445,26182,26490,1806,30
1413,450,26530,26950,1806,30
1389,445,26970,27502,1806,30
1484,437,27534,27738,1806,30
1598,435,27774,27937,1806,30
1491,442,27965,28165,1806,30
1457,440,28189,28689,1806,30
1665,430,28725,29021,1806,30
411,462,29117,29261,1806,30
280,468,29289,29609,1806,30
407,472,29645,29865,1806,30
581,476,29909,30137,1806,30
714,487,30173,30429,1806,30
874,493,30473,30609,1806,30
876,504,30773,30949,1806,30
925,510,30969,31113,1806,30
977,507,31304,31652,1806,30
1074,512,31680,32124,1806,30
1181,519,32156,32356,1806,30
1232,583,32420,32480,1806,30
1293,553,32512,32628,1806,30
1381,529,32660,32824,1806,30
1491,528,32928,33276,1806,30
1627,492,33368,33500,1806,30
290,589,33596,33744,1806,30
210,574,33768,33880,1806,30
288,277,34048,34284,1806,30
277,228,34312,34704,1806,30
448,213,34744,35056,1806,30
674,155,35100,35500,1806,30
765,142,35527,35788,1806,30
827,149,35811,37003,1806,30
1077,1138,37147,37363,1806,30
1084,1147,37391,37535,1806,30
1082,1153,37631,37703,1806,30
1021,217,37811,37935,1806,30
963,164,37963,38475,1806,30
1342,1090,39115,39622,1806,30
485,1115,39694,39886,1806,30
385,1134,39910,40118,1806,30
24,1059,40166,40354,1806,30
156,505,40426,40514,1806,30
153,486,40622,40734,1806,30
895,140,40806,41014,1806,30
660,149,41054,41814,1806,30
777,155,41850,42666,1806,30
875,162,42702,42858,1806,30
967,148,42886,43873,1806,30
659,152,43929,44277,1806,30
788,145,44313,45057,1806,30
645,150,45105,45301,1806,30
787,143,45341,45673,1806,30
909,122,45717,46125,1806,30
1008,123,46161,46576,1806,30
1149,144,46616,46844,1806,30
1105,137,46864,47772,1806,30
1009,681,47828,47984,1806,30
1064,1020,48024,48224,1806,30
950,208,48324,48424,1806,30
1042,118,48468,48588,1806,30
662,143,48804,48984,1806,30
866,143,49156,49384,1806,30
943,180,49636,49764,1806,30
1066,151,49800,50092,1806,30
1106,254,50152,50208,1806,30
1070,178,50272,50340,1806,30
1159,131,50372,50592,1806,30
1286,143,50623,51123,1806,30
1052,129,51175,51415,1806,30
1161,141,51451,51699,1806,30
658,127,51767,52131,1806,30
833,134,52175,52687,1806,30
895,136,52711,52987,1806,30
1022,134,53023,53291,1806,30
984,144,53315,53495,1806,30
1152,120,53535,53795,1806,30
1277,113,53827,53995,1806,30
388,160,54078,54219,1806,30
258,150,54250,54498,1806,30
452,173,54538,54810,1806,30
630,181,54846,55038,1806,30
576,184,55062,55206,1806,30
496,180,55230,55502,1806,30
659,184,55542,55750,1806,30
711,189,55770,56050,1806,30
357,226,56102,56258,1806,30
269,221,56282,56434,1806,30
276,238,56454,56590,1806,30
373,240,56622,56962,1806,30
455,234,56990,57162,1806,30
566,243,57190,57650,1806,30
734,249,57694,58074,1806,30
818,263,58098,58609,1806,30
881,241,58641,59081,1806,30
840,247,59105,59465,1806,30
947,251,59505,59785,1806,30
1064,245,59813,60089,1806,30
1153,241,60125,60349,1806,30
1290,227,60393,60629,1806,30
1210,237,60653,61029,1806,30
1322,235,61061,61457,1806,30
1372,235,61481,61673,1806,30
1296,239,61701,61888,1806,30
1504,233,61932,62284,1806,30
1617,232,62312,62524,1806,30
319,293,62632,62796,1806,30
233,261,62820,63120,1806,30
300,263,63144,63296,1806,30
445,291,63332,63776,1806,30
297,234,63812,64124,1806,30
497,232,64180,64372,1806,30
389,228,64404,64792,1806,30
532,230,64824,65248,1806,30
715,247,65296,65496,1806,30
770,251,65656,65955,1806,30
944,285,65996,66347,1806,30
1110,267,66391,66867,1806,30
1267,269,66899,67031,1806,30
1238,271,67171,67439,1806,30
1331,275,67471,67691,1806,30
1397,271,67715,67999,1806,30
1536,245,68035,68259,1806,30
1641,253,68287,68511,1806,30
373,336,68615,68759,1806,30
239,297,68783,69035,1806,30
296,302,69063,69286,1806,30
482,297,69323,69526,1806,30
662,316,69682,69774,1806,30
401,338,69830,70050,1806,30
665,330,70098,70478,1806,30
800,337,70514,70814,1806,30
919,331,70854,71366,1806,30
1060,332,71406,71622,1806,30
1115,333,71646,71890,1806,30
1206,349,72178,72470,1806,30
1311,338,72498,72914,1806,30
1274,336,72930,73066,1806,30
1448,327,73106,73373,1806,30
1533,329,73397,73641,1806,30
1617,313,73665,73865,1806,30
1699,307,73893,74033,1806,30
433,356,74125,74261,1806,30
263,370,74293,74529,1806,30
352,367,74557,75113,1806,30
507,370,75153,75557,1806,30
662,383,75729,76113,1806,30
753,384,76137,76409,1806,30
858,382,76453,76896,1806,30
939,390,76925,77220,1806,30
991,379,77244,77472,1806,30
1108,382,77500,77844,1806,30
1257,392,77884,78196,1806,30
1466,386,78240,78568,1806,30
1573,378,78608,78816,1806,30
1675,370,78840,79052,1806,30
268,410,79156,79464,1806,30
382,417,79708,79916,1806,30
453,428,79944,80216,1806,30
584,437,80256,80816,1806,30
661,422,80843,81039,1806,30
830,438,81231,81443,1806,30
933,440,81475,81703,1806,30
998,441,81727,81887,1806,30
1085,446,81911,82407,1806,30
1205,451,82439,82731,1806,30
1038,447,82779,83243,1806,30
1122,446,83287,83511,1806,30
1314,441,83551,83851,1806,30
1271,438,83875,84195,1806,30
1421,439,84227,85002,1806,30
1460,440,85034,85378,1806,30
1508,420,85402,85674,1806,30
1653,427,85722,86050,1806,30
1713,426,86090,86234,1806,30
482,432,86338,86470,1806,30
282,443,86510,86926,1806,30
381,459,86958,87146,1806,30
507,469,87174,87490,1806,30
602,480,87518,88206,1806,30
699,471,88238,88574,1806,30
878,480,88626,88849,1806,30
984,498,88893,89153,1806,30
1081,488,89189,89385,1806,30
1148,496,89413,89569,1806,30
1241,492,89609,89781,1806,30
1358,497,89817,90053,1806,30
1553,487,90093,90421,1806,30
1710,465,90457,90665,1806,30
1620,478,90689,91057,1806,30
1540,482,91081,91229,1806,30
1713,479,91261,91401,1806,30
288,551,91681,91773,1806,30
627,249,91957,92144,1806,30
1241,209,92204,92432,1806,30
298,266,92504,92804,1806,30
362,243,92836,92992,1806,30
494,258,93020,93356,1806,30
690,268,93396,93664,1806,30
777,276,93696,93888,1806,30
909,270,93928,94148,1806,30
1073,256,94216,94432,1806,30
1132,271,94456,94676,1806,30
1271,267,94708,94916,1806,30
1068,268,94964,95172,1806,30
1204,252,95220,95404,1806,30
1286,258,95432,95820,1806,30
1347,273,95848,96147,1806,30
1471,288,96191,96315,1806,30
1467,247,96351,96443,1806,30
1576,243,96471,96763,1806,30
290,326,96895,97039,1806,30
206,282,97067,97391,1806,30
347,307,97427,97715,1806,30
264,296,97743,98163,1806,30
232,279,98183,98283,1806,30
215,272,98523,98695,1806,30
193,271,98751,99099,1806,30
271,427,99195,99439,1806,30
397,323,99487,100126,1806,30
588,325,100174,100470,1806,30
634,311,100494,100726,1806,30
782,316,100770,101022,1806,30
889,304,101050,101466,1806,30
1041,310,101518,101770,1806,30
1140,302,101798,101982,1806,30
1197,315,102006,102190,1806,30
1294,305,102222,102502,1806,30
1443,314,102542,102734,1806,30
1304,321,102758,102990,1806,30
1487,310,103030,103246,1806,30
1439,290,103414,103585,1806,30
1609,309,103626,103917,1806,30
1705,294,103949,104141,1806,30
353,402,104238,104357,1806,30
266,343,104409,104637,1806,30
374,362,104853,105165,1806,30
482,371,105197,105373,1806,30
352,355,105405,105737,1806,30
515,375,105785,106193,1806,30
685,382,106229,106925,1806,30
685,329,106948,107188,1806,30
865,322,107228,107624,1806,30
951,326,107656,107824,1806,30
825,325,107852,108100,1806,30
1044,327,108144,108360,1806,30
1157,324,108388,108608,1806,30
1248,325,108632,108856,1806,30
1394,318,108900,109036,1806,30
1547,318,109072,109344,1806,30
1645,316,109384,109536,1806,30
1761,280,109592,109688,1806,30
357,360,109784,109944,1806,30
252,351,109972,110116,1806,30
471,340,110156,110268,1806,30
837,384,110420,110552,1806,30
790,395,110576,110720,1806,30
693,377,110748,111116,1806,30
865,374,111155,111552,1806,30
1117,389,111595,111795,1806,30
985,376,111823,112011,1806,30
1046,385,112035,112331,1806,30
1147,392,112367,112699,1806,30
1273,398,112739,113195,1806,30
1471,378,113239,113599,1806,30
1605,380,113635,113959,1806,30
1466,374,113987,114167,1806,30
-80,384,114279,115962,1806,30
1320,926,116022,116126,1806,30
1061,260,116218,116362,1806,30
1369,352,116462,116874,1806,30
1145,345,116902,117018,1806,30
916,349,117086,117162,1806,30
606,356,117306,117534,1806,30
738,339,117566,117846,1806,30
831,348,117870,118054,1806,30
931,351,118082,118438,1806,30
1088,349,118470,118681,1806,30
865,345,118853,119002,1806,30
686,350,119041,119265,1806,30
677,358,119321,119449,1806,30
879,334,119489,119681,1806,30
950,333,119705,119949,1806,30
1066,342,119981,120253,1806,30
1150,345,120285,120545,1806,30
1213,338,120577,120901,1806,30
1369,348,120937,121161,1806,30
1297,347,121185,121381,1806,30
1463,337,121417,121689,1806,30
1521,328,121713,122093,1806,30
1646,320,122129,122308,1806,30
814,328,122388,122540,1806,30
573,325,122584,122732,1806,30
1485,297,122872,123100,1806,30
1223,249,123144,123240,1806,30
274,263,123416,123664,1806,30
347,246,123692,123860,1806,30
347,250,123904,123996,1806,30
483,249,124036,124280,1806,30
559,254,124304,124636,1806,30
707,252,124764,124944,1806,30
577,254,124976,125248,1806,30
722,267,125292,125516,1806,30
804,258,125552,125964,1806,30
876,268,125996,126280,1806,30
931,263,126307,126719,1806,30
944,241,126875,126928,1806,30
935,263,126975,127256,1806,30
710,260,127379,127539,1806,30
289,224,127615,127735,1806,30
237,159,127775,127855,1806,30
248,179,127879,127983,1806,30
342,176,128015,128195,1806,30
474,187,128227,128483,1806,30
641,190,128523,128771,1806,30
581,195,128795,128891,1806,30
272,251,128939,129215,1806,30
352,256,129243,129523,1806,30
530,258,129559,130110,1806,30
695,256,130150,130410,1806,30
770,262,130438,130538,1806,30
863,271,130674,130858,1806,30
928,266,130882,131146,1806,30
1107,262,131178,131458,1806,30
1064,269,131482,131634,1806,30
1267,260,131670,131982,1806,30
1370,252,132010,132198,1806,30
1501,249,132342,132550,1806,30
1584,232,132578,132802,1806,30
1622,240,132826,133498,1806,30
340,336,133618,133786,1806,30
240,327,133814,133942,1806,30
253,298,133965,134997,1806,30
299,307,135021,135377,1806,30
419,306,135413,135865,1806,30
598,310,135909,136101,1806,30
647,322,136125,136429,1806,30
784,314,136465,136725,1806,30
920,318,136761,137213,1806,30
1035,305,137253,137532,1806,30
1122,316,137560,137904,1806,30
1192,317,137928,138204,1806,30
1292,307,138248,138784,1806,30
1436,311,138828,139132,1806,30
1571,296,139172,139420,1806,30
1641,298,139444,139784,1806,30
346,377,139900,140052,1806,30
237,371,140080,140364,1806,30
326,359,140388,140596,1806,30
466,361,140624,140872,1806,30
551,373,140896,141064,1806,30
686,360,141100,141292,1806,30
797,369,141320,141555,1806,30
903,380,141588,141931,1806,30
1093,387,141971,142187,1806,30
984,377,142211,142339,1806,30
1222,382,142507,142703,1806,30
1311,391,142735,142931,1806,30
1444,408,142959,143131,1806,30
1552,379,143171,143335,1806,30
1681,374,143371,143511,1806,30
273,430,143615,143943,1806,30
415,435,143983,144263,1806,30
585,450,144299,144643,1806,30
827,460,144687,144927,1806,30
1050,456,145043,145214,1806,30
1131,455,145239,145438,1806,30
1366,446,145478,145734,1806,30
1504,460,145774,145994,1806,30
1633,440,146026,146178,1806,30
365,493,146278,146422,1806,30
257,505,146450,146670,1806,30
390,497,146702,146906,1806,30
625,497,146954,147114,1806,30
720,498,147142,147318,1806,30
838,513,147362,147538,1806,30
949,515,147570,147690,1806,30
1084,540,147974,148166,1806,30
1187,540,148190,148386,1806,30
1320,535,148422,148790,1806,30
1491,536,148826,149094,1806,30
1577,522,149122,149262,1806,30
1659,504,149285,149394,1806,30
296,554,149493,149617,1806,30
244,561,149665,149813,1806,30
