Trial;Trial Start Raw Time [ms];Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Tracking Ratio [%];Category Group;Category;Eye L/R;Index;Event Start Trial Time [ms];Event End Trial Time [ms];Event Start Raw Time [ms];Event End Raw Time [ms];Event Duration [ms];Fixation Position X [px];Fixation Position Y [px];Fixation Average Pupil Size X [px];Fixation Average Pupil Size Y [px];Fixation Average Pupil Diameter [mm];Fixation Dispersion X [px];Fixation Dispersion Y [px];AOI Name
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;72;23913.7;24185.7;1739440002071.3;1739440002343.3;272.0;1486.6;428.4;3.6;3.6;3.6;29.4;23.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;73;24277.6;24605.5;1739440002435.2;1739440002763.2;327.9;282.3;479.4;3.5;3.5;3.5;54.6;45.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;74;24681.5;24957.5;1739440002839.1;1739440003115.1;276.0;522.8;483.0;3.5;3.5;3.5;30.9;32.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;75;24989.5;25317.5;1739440003147.1;1739440003475.2;328.1;742.4;484.0;3.4;3.4;3.4;32.2;20.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;76;25345.4;25465.2;1739440003503.0;1739440003622.8;119.8;833.1;484.4;3.4;3.4;3.4;13.1;26.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;77;25497.3;25753.3;1739440003654.9;1739440003911.0;256.0;979.4;485.2;3.4;3.4;3.4;28.7;51.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;78;25825.2;26041.1;1739440003982.8;1739440004198.7;216.0;1125.2;484.7;3.5;3.5;3.5;51.0;44.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;79;26069.1;26301.1;1739440004226.7;1739440004458.7;232.0;1226.0;477.5;3.6;3.6;3.6;30.9;21.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;80;26337.2;26676.9;1739440004494.8;1739440004834.6;339.8;1409.7;470.3;3.5;3.5;3.5;44.8;33.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;81;26705.0;26992.8;1739440004862.6;1739440005150.4;287.9;1555.4;455.0;3.5;3.5;3.5;24.2;24.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;82;27272.9;27580.7;1739440005430.5;1739440005738.3;307.8;194.3;505.0;3.5;3.5;3.5;36.2;35.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;83;27612.7;28092.7;1739440005770.3;1739440006250.3;480.1;400.4;524.1;3.4;3.4;3.4;58.8;27.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;84;28132.6;28440.5;1739440006290.3;1739440006598.2;307.9;651.1;544.6;3.4;3.4;3.4;39.2;30.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;85;28480.7;28836.4;1739440006638.3;1739440006994.0;355.7;894.3;535.7;3.4;3.4;3.4;29.2;40.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;86;28924.4;29128.5;1739440007082.0;1739440007286.1;204.0;1004.0;533.4;3.5;3.5;3.5;13.9;14.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;87;29168.4;29328.3;1739440007326.0;1739440007485.9;159.9;1211.7;548.5;3.4;3.4;3.4;46.4;27.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;88;29380.3;29472.2;1739440007537.9;1739440007629.8;91.9;1174.8;537.7;3.4;3.4;3.4;12.7;19.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;89;29604.2;29764.1;1739440007761.8;1739440007921.7;159.9;1323.7;532.2;3.4;3.4;3.4;65.3;33.2;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;90;29800.2;30036.1;1739440007957.8;1739440008193.7;235.9;1520.2;537.6;3.4;3.4;3.4;22.8;21.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;91;30064.0;30340.0;1739440008221.7;1739440008497.6;275.9;1638.0;513.7;3.4;3.4;3.4;20.3;11.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;92;30448.0;30795.9;1739440008605.6;1739440008953.5;348.0;244.0;573.4;3.5;3.5;3.5;36.1;36.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;93;30831.9;31375.7;1739440008989.5;1739440009533.4;543.9;486.5;589.0;3.4;3.4;3.4;40.3;52.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;94;31411.8;31655.7;1739440009569.4;1739440009813.3;243.9;268.5;565.5;3.4;3.4;3.4;32.8;31.3;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;95;31679.7;31995.6;1739440009837.3;1739440010153.2;315.9;219.3;562.5;3.5;3.5;3.5;29.7;21.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;96;32027.5;32351.5;1739440010185.2;1739440010509.1;323.9;481.0;591.4;3.4;3.4;3.4;39.3;45.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;97;32387.5;32751.4;1739440010545.1;1739440010909.0;363.9;726.3;584.4;3.5;3.5;3.5;48.0;25.2;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;98;32823.5;33287.2;1739440010981.1;1739440011444.8;463.7;873.9;629.7;3.3;3.3;3.3;66.0;59.3;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;99;33323.3;33579.1;1739440011480.9;1739440011736.7;255.8;1113.6;622.5;3.5;3.5;3.5;34.7;48.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;100;33659.2;33875.0;1739440011816.8;1739440012032.7;215.9;1231.8;611.6;3.4;3.4;3.4;33.3;64.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;101;33947.0;34127.0;1739440012104.6;1739440012284.7;180.1;1427.6;594.4;3.5;3.5;3.5;59.5;58.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;102;34175.1;34499.0;1739440012332.7;1739440012656.6;323.9;1521.3;575.5;3.4;3.4;3.4;61.0;43.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;103;34534.9;34650.9;1739440012692.5;1739440012808.5;115.9;1634.6;603.4;3.2;3.2;3.2;50.7;56.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;104;34694.9;34802.9;1739440012852.5;1739440012960.5;107.9;1625.1;560.1;3.4;3.4;3.4;42.8;35.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;105;34906.9;35398.8;1739440013064.5;1739440013556.4;491.9;223.0;636.9;3.4;3.4;3.4;29.9;21.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;106;35430.6;35906.5;1739440013588.2;1739440014064.1;475.9;493.4;652.7;3.4;3.4;3.4;50.7;41.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;107;35934.6;36314.4;1739440014092.2;1739440014472.0;379.8;648.7;655.2;3.4;3.4;3.4;45.2;46.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;108;36350.4;36658.4;1739440014508.0;1739440014816.0;308.0;743.0;668.5;3.5;3.5;3.5;34.9;45.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;109;36682.3;36902.3;1739440014839.9;1739440015059.9;219.9;816.4;663.2;3.5;3.5;3.5;22.2;26.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;110;36958.4;37382.2;1739440015116.0;1739440015539.8;423.8;218.0;660.0;3.4;3.4;3.4;61.7;24.2;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;111;37406.2;37754.0;1739440015563.8;1739440015911.7;347.9;265.8;644.6;3.5;3.5;3.5;38.2;20.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;112;37778.0;37990.2;1739440015935.6;1739440016147.8;212.2;353.3;644.4;3.5;3.5;3.5;16.9;33.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;113;38018.0;39129.8;1739440016175.7;1739440017287.4;1111.8;493.2;656.7;3.4;3.4;3.4;39.1;42.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;114;39157.7;39573.6;1739440017315.3;1739440017731.2;415.9;623.1;664.8;3.5;3.5;3.5;28.0;37.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;115;39617.6;39801.6;1739440017775.2;1739440017959.2;184.0;715.4;666.5;3.5;3.5;3.5;35.7;29.2;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;116;39953.7;40185.4;1739440018111.3;1739440018343.0;231.7;805.6;669.6;3.6;3.6;3.6;23.3;32.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;117;40265.3;40725.3;1739440018422.9;1739440018882.9;459.9;254.1;407.8;3.6;3.6;3.6;107.9;99.3;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;118;40753.3;40949.3;1739440018910.9;1739440019106.9;196.0;480.9;388.7;3.5;3.5;3.5;41.6;55.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;119;40985.2;41129.1;1739440019142.9;1739440019286.7;143.9;414.2;401.0;3.5;3.5;3.5;23.0;34.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;120;41165.2;41605.1;1739440019322.8;1739440019762.7;439.9;731.2;397.2;3.5;3.5;3.5;35.9;41.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;121;41633.1;41957.0;1739440019790.8;1739440020114.6;323.9;912.4;408.9;3.6;3.6;3.6;37.7;86.3;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;122;41981.0;42137.0;1739440020138.6;1739440020294.7;156.0;985.0;414.0;3.6;3.6;3.6;25.8;31.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;123;42173.0;42536.8;1739440020330.6;1739440020694.4;363.8;1138.0;448.1;3.5;3.5;3.5;59.5;67.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;124;42560.9;42784.7;1739440020718.5;1739440020942.4;223.9;1191.7;460.7;3.4;3.4;3.4;34.8;38.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;125;42804.7;42944.7;1739440020962.3;1739440021102.3;140.0;1150.1;499.0;3.2;3.2;3.2;37.7;39.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;126;43104.6;43220.7;1739440021262.2;1739440021378.3;116.1;842.4;34.8;3.4;3.4;3.4;23.0;43.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;127;43252.6;43548.6;1739440021410.2;1739440021706.2;296.0;723.8;86.3;3.5;3.5;3.5;13.6;37.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;128;43568.6;44064.4;1739440021726.3;1739440022222.0;495.8;712.0;116.1;3.4;3.4;3.4;27.7;35.1;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;129;44088.4;44436.3;1739440022246.0;1739440022593.9;347.9;833.7;99.6;3.5;3.5;3.5;30.9;56.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;130;44484.2;44780.2;1739440022641.8;1739440022937.8;295.9;1041.2;91.9;3.6;3.6;3.6;32.7;47.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;131;44812.3;45240.2;1739440022969.9;1739440023397.8;427.9;1166.1;120.8;3.6;3.6;3.6;30.0;29.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;132;45328.0;45751.9;1739440023485.6;1739440023909.5;423.9;257.6;182.4;3.7;3.7;3.7;33.2;34.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;133;45771.9;46007.9;1739440023929.5;1739440024165.5;236.0;270.2;188.2;3.6;3.6;3.6;29.1;29.6;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;134;46043.8;46527.7;1739440024201.5;1739440024685.3;483.9;517.6;232.9;3.6;3.6;3.6;30.0;53.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;135;46551.8;46831.7;1739440024709.4;1739440024989.3;279.9;587.0;226.5;3.7;3.7;3.7;20.4;45.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;136;46863.8;47071.5;1739440025021.4;1739440025229.1;207.7;751.6;216.4;3.7;3.7;3.7;17.8;21.9;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;137;47103.6;47795.4;1739440025261.2;1739440025953.0;691.8;931.8;234.6;3.7;3.7;3.7;25.5;59.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;138;47871.4;48031.3;1739440026029.0;1739440026188.9;160.0;323.3;616.2;3.6;3.6;3.6;14.7;31.3;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;139;48059.4;48259.3;1739440026217.0;1739440026416.9;199.9;219.0;659.7;3.6;3.6;3.6;20.2;31.4;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;140;48419.2;48723.1;1739440026576.8;1739440026880.8;304.0;259.8;601.4;3.4;3.4;3.4;53.2;49.0;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;141;48767.3;49163.1;1739440026924.9;1739440027320.7;395.8;488.4;650.4;3.4;3.4;3.4;37.3;40.2;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;142;49195.1;49411.0;1739440027352.7;1739440027568.6;215.9;661.7;665.8;3.4;3.4;3.4;21.8;46.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;143;49535.0;49674.9;1739440027692.6;1739440027832.5;140.0;650.7;648.5;3.4;3.4;3.4;33.5;30.7;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;144;49706.9;50030.9;1739440027864.5;1739440028188.6;324.1;746.8;669.6;3.4;3.4;3.4;64.3;36.5;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;145;50055.0;50398.7;1739440028212.6;1739440028556.3;343.7;803.0;645.7;3.5;3.5;3.5;32.0;47.8;White Space
Trial004;1739439978157.6;10.png;0.0;50646.2;Prueba3reslucion;Cyan;100.0;Eye;Fixation;Right;146;50422.7;50642.6;1739440028580.3;1739440028800.2;219.9;856.6;650.5;3.5;3.5;3.5;28.7;14.0;White Space
